"query"	"Description"	"Preferred_name"	"GOs"	"EC"	"KEGG_ko"	"KEGG_Pathway"	"KEGG_Module"	"KEGG_Reaction"	"KEGG_rclass"	"BRITE"	"KEGG_TC"	"CAZy"	"BiGG_Reaction"	"PFAMs"
"CDS::101588_4:176992-178105(+)"	"it binds specifically double-stranded DNA at a 9 bp consensus (dnaA box) 5'-TTATC CA A CA A-3'. DnaA binds to ATP and to acidic phospholipids"	"dnaA"	"GO:0003674,GO:0003676,GO:0003677,GO:0003688,GO:0003690,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006270,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016020,GO:0034641,GO:0034645,GO:0042802,GO:0043170,GO:0043565,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0071944,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1901576,GO:1990837"	"-"	"ko:K02313"	"ko02020,ko04112,map02020,map04112"	"-"	"-"	"-"	"ko00000,ko00001,ko03032,ko03036"	"-"	"-"	"-"	"Bac_DnaA,Bac_DnaA_C,DnaA_N"
"CDS::101588_4:178114-180049(+)"	"Confers DNA tethering and processivity to DNA polymerases and other proteins. Acts as a clamp, forming a ring around DNA (a reaction catalyzed by the clamp-loading complex) which diffuses in an ATP-independent manner freely and bidirectionally along dsDNA. Initially characterized for its ability to contact the catalytic subunit of DNA polymerase III (Pol III), a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria"	"dnaN"	"-"	"2.7.7.7"	"ko:K02338"	"ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440"	"M00260"	"R00375,R00376,R00377,R00378"	"RC02795"	"ko00000,ko00001,ko00002,ko01000,ko03032,ko03400"	"-"	"-"	"-"	"DNA_pol3_beta,DNA_pol3_beta_2,DNA_pol3_beta_3"
"CDS::101588_4:198122-198830(+)"	"Participates in initiation and elongation during chromosome replication"	"dnaB"	"GO:0003674,GO:0003678,GO:0003824,GO:0004386,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006268,GO:0006725,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017111,GO:0032392,GO:0032508,GO:0034641,GO:0034645,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0051276,GO:0071103,GO:0071704,GO:0071840,GO:0090304,GO:0140097,GO:1901360,GO:1901576"	"3.6.4.12"	"ko:K02314"	"ko03030,ko04112,map03030,map04112"	"-"	"-"	"-"	"ko00000,ko00001,ko01000,ko03032"	"-"	"-"	"-"	"DnaB,DnaB_C"
"CDS::101588_4:206886-207366(+)"	"Metal-dependent hydrolases of the beta-lactamase superfamily I"	"vicX"	"-"	"3.1.26.11"	"ko:K00784"	"ko03013,map03013"	"-"	"-"	"-"	"ko00000,ko00001,ko01000,ko03016"	"-"	"-"	"-"	"Lactamase_B,Lactamase_B_2"
"CDS::101588_4:209086-210562(+)"	"COG0737 5'-nucleotidase 2',3'-cyclic phosphodiesterase and related esterases"	"-"	"-"	"3.1.3.5,3.1.3.6,3.1.4.16"	"ko:K01081,ko:K01119"	"ko00230,ko00240,ko00760,ko01100,ko01110,map00230,map00240,map00760,map01100,map01110"	"-"	"R00183,R00511,R00963,R01126,R01227,R01562,R01569,R01664,R01877,R01968,R02088,R02102,R02148,R02323,R02370,R02719,R03346,R03537,R03538,R03929,R05135"	"RC00017,RC00078,RC00296"	"ko00000,ko00001,ko01000"	"-"	"-"	"-"	"5_nucleotid_C,Metallophos"
"CDS::101588_4:211880-212252(+)"	"regulation of methylation-dependent chromatin silencing"	"-"	"-"	"-"	"ko:K09968"	"-"	"-"	"-"	"-"	"ko00000"	"-"	"-"	"-"	"-"
"CDS::101588_5:1742-2747(+)"	"COG0604 NADPH quinone reductase and related Zn-dependent oxidoreductases"	"yhfP"	"-"	"1.1.1.1"	"ko:K00001"	"ko00010,ko00071,ko00350,ko00625,ko00626,ko00830,ko00980,ko00982,ko01100,ko01110,ko01120,ko01130,ko01220,map00010,map00071,map00350,map00625,map00626,map00830,map00980,map00982,map01100,map01110,map01120,map01130,map01220"	"-"	"R00623,R00754,R02124,R04805,R04880,R05233,R05234,R06917,R06927,R07105,R08281,R08306,R08310"	"RC00050,RC00087,RC00088,RC00099,RC00116,RC00649,RC01734,RC02273"	"ko00000,ko00001,ko01000"	"-"	"-"	"-"	"ADH_N,ADH_zinc_N"
"CDS::101588_5:5652-6930(-)"	"ABC-2 family transporter protein"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"ABC2_membrane_3,DUF3533"
"CDS::101588_5:15715-16993(-)"	"Belongs to the dicarboxylate amino acid cation symporter (DAACS) (TC 2.A.23) family"	"gltT"	"-"	"-"	"ko:K03309,ko:K11102"	"-"	"-"	"-"	"-"	"ko00000,ko02000"	"2.A.23,2.A.23.1.1,2.A.23.1.2"	"-"	"iYO844.BSU10220"	"SDF"
"CDS::101588_5:21761-22502(+)"	"Predicted Zn-dependent protease (DUF2268)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"DUF2268"
"CDS::101588_5:27747-31437(-)"	"belongs to the prokaryotic molybdopterin-containing oxidoreductase family"	"narZ"	"-"	"1.7.5.1"	"ko:K00370"	"ko00910,ko01120,ko02020,map00910,map01120,map02020"	"M00529,M00530,M00804"	"R00798,R01106,R09497"	"RC02812"	"ko00000,ko00001,ko00002,ko01000"	"5.A.3.1"	"-"	"-"	"Molybdopterin,Molydop_binding,Nitr_red_alph_N"
"CDS::101588_5:37402-38227(-)"	"Formate/nitrite transporter"	"nirC_1"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"Form_Nir_trans"
"CDS::101588_5:52358-53324(+)"	"Pfam:B"	"-"	"-"	"-"	"ko:K14197"	"ko05150,map05150"	"-"	"-"	"-"	"ko00000,ko00001"	"-"	"-"	"-"	"B,Sbi-IV"
"CDS::101588_5:68796-70008(+)"	"Belongs to the glycerate kinase type-1 family"	"glxK"	"-"	"2.7.1.165"	"ko:K00865"	"ko00260,ko00561,ko00630,ko01100,ko01120,ko01130,map00260,map00561,map00630,map01100,map01120,map01130"	"-"	"R08572"	"RC00002,RC00428"	"ko00000,ko00001,ko01000"	"-"	"-"	"-"	"Gly_kinase"
"CDS::101588_5:70716-71373(+)"	"of the major facilitator superfamily"	"bcr"	"-"	"-"	"ko:K07552"	"-"	"-"	"-"	"-"	"ko00000,ko02000"	"2.A.1.2"	"-"	"-"	"MFS_1"
"CDS::101588_5:76292-78122(-)"	"Amino acid permease"	"ydaO"	"GO:0003333,GO:0003674,GO:0005215,GO:0005342,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006820,GO:0006865,GO:0008150,GO:0008509,GO:0008514,GO:0015075,GO:0015171,GO:0015179,GO:0015291,GO:0015297,GO:0015318,GO:0015711,GO:0015807,GO:0015849,GO:0016020,GO:0016021,GO:0022804,GO:0022857,GO:0031224,GO:0031226,GO:0034220,GO:0044425,GO:0044459,GO:0044464,GO:0046942,GO:0046943,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0098656,GO:1902475,GO:1903825,GO:1905039"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"AA_permease_2"
"CDS::101588_5:88166-88766(-)"	"Glycine betaine"	"opuCA"	"-"	"-"	"ko:K05847"	"ko02010,map02010"	"M00209"	"-"	"-"	"ko00000,ko00001,ko00002,ko02000"	"3.A.1.12"	"-"	"iSB619.SA_RS12845,iYO844.BSU33730"	"ABC_tran,CBS"
"CDS::101588_5:95663-96740(-)"	"ABC transporter, ATP-binding protein"	"-"	"-"	"-"	"ko:K02068"	"-"	"M00211"	"-"	"-"	"ko00000,ko00002,ko02000"	"-"	"-"	"-"	"ABC_tran"
"CDS::101588_5:102290-103106(-)"	"COG0477 Permeases of the major facilitator superfamily"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"MFS_1,Sugar_tr"
"CDS::101588_5:106657-107959(-)"	"COG0747 ABC-type dipeptide transport system, periplasmic component"	"nikA"	"-"	"-"	"ko:K15584"	"ko02010,map02010"	"M00440"	"-"	"-"	"ko00000,ko00001,ko00002,ko02000"	"3.A.1.5"	"-"	"-"	"SBP_bac_5"
"CDS::101588_5:110550-110913(-)"	"Diaminopimelate epimerase"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"
"CDS::101588_5:115945-116044(-)"	"Antioxidant protein with alkyl hydroperoxidase activity. Required for the reduction of the AhpC active site cysteine residues and for the regeneration of the AhpC enzyme activity"	"ydfG"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"CMD"
"CDS::101588_5:120748-121444(-)"	"Transposase"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"HTH_28,HTH_Tnp_1"
"CDS::101588_5:122808-123102(-)"	"Belongs to the short-chain dehydrogenases reductases (SDR) family"	"sdh"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"adh_short"
"CDS::101588_5:126691-127465(-)"	"Csa1 family"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"DUF576"
"CDS::101588_5:127707-128628(-)"	"Belongs to the staphylococcal tandem lipoprotein family"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"DUF576"
"CDS::101588_5:133926-135525(-)"	"Catalyzes the formation of UDP-glucose from glucose-1- phosphate and UTP. This is an intermediate step in the biosynthesis of diglucosyl-diacylglycerol (Glc2-DAG), i.e. a glycolipid found in the membrane, which is also used as a membrane anchor for lipoteichoic acid (LTA) (By similarity)"	"galU"	"-"	"2.7.7.9"	"ko:K00963"	"ko00040,ko00052,ko00500,ko00520,ko01100,ko01130,map00040,map00052,map00500,map00520,map01100,map01130"	"M00129,M00361,M00362,M00549"	"R00289"	"RC00002"	"ko00000,ko00001,ko00002,ko01000"	"-"	"-"	"-"	"NTP_transferase"
"CDS::101588_5:144870-145635(-)"	"Belongs to the FGGY kinase family"	"gntK"	"-"	"2.7.1.12"	"ko:K00851"	"ko00030,ko01100,ko01110,ko01120,ko01130,ko01200,map00030,map01100,map01110,map01120,map01130,map01200"	"-"	"R01737"	"RC00002,RC00017"	"ko00000,ko00001,ko01000"	"-"	"-"	"-"	"FGGY_C,FGGY_N"
"CDS::101588_5:152545-153709(-)"	"Major facilitator"	"-"	"-"	"-"	"ko:K03535"	"-"	"-"	"-"	"-"	"ko00000,ko02000"	"2.A.1.14.1"	"-"	"-"	"MFS_1"
"CDS::101588_5:177878-179618(-)"	"The phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS), a major carbohydrate active transport system, catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. This system is involved in"	"ptsG"	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	"2.7.1.199,2.7.1.208"	"ko:K02763,ko:K02764,ko:K02765,ko:K02790,ko:K02791,ko:K20116,ko:K20117,ko:K20118"	"ko00010,ko00500,ko00520,ko02060,map00010,map00500,map00520,map02060"	"M00266,M00282,M00809"	"R02631,R02738,R04111"	"RC00017,RC03206"	"ko00000,ko00001,ko00002,ko01000,ko02000"	"4.A.1.1.13,4.A.1.1.14,4.A.1.1.3,4.A.1.1.6,4.A.1.1.9"	"-"	"-"	"PTS_EIIA_1,PTS_EIIB,PTS_EIIC"
"CDS::101588_5:179657-180347(-)"	"The phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS), a major carbohydrate active transport system, catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. This system is involved in"	"ptsG"	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	"2.7.1.199,2.7.1.208"	"ko:K02763,ko:K02764,ko:K02765,ko:K02790,ko:K02791,ko:K20116,ko:K20117,ko:K20118"	"ko00010,ko00500,ko00520,ko02060,map00010,map00500,map00520,map02060"	"M00266,M00282,M00809"	"R02631,R02738,R04111"	"RC00017,RC03206"	"ko00000,ko00001,ko00002,ko01000,ko02000"	"4.A.1.1.13,4.A.1.1.14,4.A.1.1.3,4.A.1.1.6,4.A.1.1.9"	"-"	"-"	"PTS_EIIA_1,PTS_EIIB,PTS_EIIC"
"CDS::101588_5:191778-194268(-)"	"transporter of a GTP-driven Fe(2 ) uptake system"	"feoB"	"-"	"-"	"ko:K04759"	"-"	"-"	"-"	"-"	"ko00000,ko02000"	"9.A.8.1"	"-"	"iSB619.SA_RS13395"	"FeoB_C,FeoB_N,Gate"
"CDS::101588_6:170-1844(-)"	"CDP-Glycerol:Poly(glycerophosphate) glycerophosphotransferase"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"Glyphos_transf"
"CDS::101588_6:4135-5614(+)"	"malate quinone oxidoreductase"	"mqo"	"-"	"1.1.5.4"	"ko:K00116"	"ko00020,ko00620,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00620,map01100,map01110,map01120,map01130,map01200"	"M00009,M00011"	"R00360,R00361,R01257"	"RC00031"	"ko00000,ko00001,ko00002,ko01000"	"-"	"-"	"iSB619.SA_RS12375"	"Mqo"
"CDS::101588_6:6130-6574(-)"	"LytTr DNA-binding domain"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"LytTR"
"CDS::101588_6:6735-8109(-)"	"Member of the two-component regulatory system HssS HssR involved in intracellular heme homeostasis and tempering of staphylococcal virulence. HssS functions as a heme sensor histidine kinase which is autophosphorylated at a histidine residue and transfers its phosphate group to an aspartate residue of HssR. HssR HssS activates the expression of hrtAB, an efflux pump, in response to extracellular heme, hemin, hemoglobin or blood (By similarity)"	"hssS"	"-"	"2.7.13.3"	"ko:K02484"	"-"	"-"	"-"	"-"	"ko00000,ko01000,ko01001,ko02022"	"-"	"-"	"-"	"HAMP,HATPase_c,HisKA"
"CDS::101588_6:23701-24751(+)"	"Mediates influx of magnesium ions"	"corA"	"-"	"-"	"ko:K03284"	"-"	"-"	"-"	"-"	"ko00000,ko02000"	"1.A.35.1,1.A.35.3"	"-"	"-"	"CorA"
"CDS::101588_6:29120-30353(+)"	"ABC transporter, ATP-binding protein"	"yhaQ"	"-"	"-"	"ko:K01990"	"-"	"M00254"	"-"	"-"	"ko00000,ko00002,ko02000"	"3.A.1"	"-"	"-"	"ABC_tran,DUF4162"
"CDS::101588_6:30570-30897(+)"	"ABC-type Na efflux pump, permease component"	"ysdA"	"-"	"-"	"ko:K01992"	"-"	"M00254"	"-"	"-"	"ko00000,ko00002,ko02000"	"3.A.1"	"-"	"-"	"ABC2_membrane_3"
"CDS::101588_6:36722-37607(-)"	"Transcriptional regulator"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"HTH_1,LysR_substrate"
"CDS::101588_6:39427-40666(+)"	"Catalyzes the conversion of urocanate to 4-imidazolone- 5-propionate"	"hutU"	"-"	"4.2.1.49"	"ko:K01712"	"ko00340,ko01100,map00340,map01100"	"M00045"	"R02914"	"RC00804"	"ko00000,ko00001,ko00002,ko01000"	"-"	"-"	"-"	"Urocanase,Urocanase_C,Urocanase_N"
"CDS::101588_6:44336-45647(+)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"
"CDS::101588_6:45816-46323(+)"	"Na H antiporter"	"nhaC_1"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"Na_H_antiporter"
"CDS::101588_6:63420-63894(+)"	"formate dehydrogenase"	"yjgC"	"GO:0003674,GO:0003824,GO:0003954,GO:0005488,GO:0008150,GO:0008152,GO:0016491,GO:0016651,GO:0048037,GO:0051536,GO:0051540,GO:0055114"	"1.17.1.9"	"ko:K00123"	"ko00630,ko00680,ko01100,ko01120,ko01200,map00630,map00680,map01100,map01120,map01200"	"-"	"R00519"	"RC02796"	"ko00000,ko00001,ko01000"	"-"	"-"	"-"	"Fer2_4,Fer4,Molybdop_Fe4S4,Molybdopterin,Molydop_binding,NADH-G_4Fe-4S_3"
"CDS::101588_6:65828-66953(+)"	"Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase"	"-"	"-"	"3.2.1.96"	"ko:K01227"	"ko00511,map00511"	"-"	"-"	"-"	"ko00000,ko00001,ko01000"	"-"	"-"	"-"	"Glucosaminidase,PG_binding_1"
"CDS::101588_6:80887-82603(-)"	"Belongs to the metallo-dependent hydrolases superfamily. Urease alpha subunit family"	"ureC"	"-"	"3.5.1.5"	"ko:K01428"	"ko00220,ko00230,ko00791,ko01100,ko01120,ko05120,map00220,map00230,map00791,map01100,map01120,map05120"	"-"	"R00131"	"RC02798,RC02806"	"ko00000,ko00001,ko01000"	"-"	"-"	"-"	"Amidohydro_1,Urease_alpha"
"CDS::101588_6:83023-83326(-)"	"Belongs to the metallo-dependent hydrolases superfamily. Urease alpha subunit family"	"ureC"	"-"	"3.5.1.5"	"ko:K01428"	"ko00220,ko00230,ko00791,ko01100,ko01120,ko05120,map00220,map00230,map00791,map01100,map01120,map05120"	"-"	"R00131"	"RC02798,RC02806"	"ko00000,ko00001,ko01000"	"-"	"-"	"-"	"Amidohydro_1,Urease_alpha"
"CDS::101588_6:86074-86983(+)"	"acyl-CoA dehydrogenase"	"ydbM"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"iYO844.BSU04520"	"Acyl-CoA_dh_1,Acyl-CoA_dh_2,Acyl-CoA_dh_M,Acyl-CoA_dh_N"
"CDS::101588_6:89069-89840(+)"	"inosine-uridine preferring nucleoside hydrolase"	"iunH5"	"-"	"3.2.2.1"	"ko:K01239"	"ko00230,ko00760,ko01100,map00230,map00760,map01100"	"-"	"R01245,R01273,R01677,R01770,R02143"	"RC00033,RC00063,RC00122,RC00318,RC00485"	"ko00000,ko00001,ko01000"	"-"	"-"	"-"	"IU_nuc_hydro"
"CDS::101588_6:92570-93176(+)"	"ABC-type molybdate transport system periplasmic component"	"modA"	"-"	"-"	"ko:K02020"	"ko02010,map02010"	"M00189"	"-"	"-"	"ko00000,ko00001,ko00002,ko02000"	"3.A.1.8"	"-"	"-"	"SBP_bac_11"
"CDS::101588_6:94377-94884(+)"	"ATP-binding protein"	"modC"	"-"	"3.6.3.29"	"ko:K02017"	"ko02010,map02010"	"M00189"	"-"	"-"	"ko00000,ko00001,ko00002,ko01000,ko02000"	"3.A.1.8"	"-"	"-"	"ABC_tran"
"CDS::101588_6:103235-103487(-)"	"Major facilitator"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"MFS_1,Sugar_tr"
"CDS::101588_6:115399-116734(+)"	"Releases the supercoiling and torsional tension of DNA, which is introduced during the DNA replication and transcription, by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(5'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 3'-OH DNA strand. The free DNA strand then undergoes passage around the unbroken strand, thus removing DNA supercoils. Finally, in the religation step, the DNA 3'-OH attacks the covalent intermediate to expel the active-site tyrosine and restore the DNA phosphodiester backbone"	"topB"	"-"	"5.99.1.2"	"ko:K03169"	"-"	"-"	"-"	"-"	"ko00000,ko01000,ko03032"	"-"	"-"	"-"	"Topoisom_bac,Toprim"
"CDS::101588_6:119629-120463(+)"	"Involved in the binding of tRNA to the ribosomes"	"rpsJ"	"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0019538,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044446,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904"	"-"	"ko:K02946"	"ko03010,map03010"	"M00178,M00179"	"-"	"-"	"br01610,ko00000,ko00001,ko00002,ko03011"	"-"	"-"	"-"	"Ribosomal_S10"
"CDS::101588_6:120836-121190(+)"	"One of the primary rRNA binding proteins, this protein initially binds near the 5'-end of the 23S rRNA. It is important during the early stages of 50S assembly. It makes multiple contacts with different domains of the 23S rRNA in the assembled 50S subunit and ribosome"	"rplD"	"GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0019538,GO:0022625,GO:0022626,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904"	"-"	"ko:K02926"	"ko03010,map03010"	"M00178"	"-"	"-"	"br01610,ko00000,ko00001,ko00002,ko03011"	"-"	"-"	"-"	"Ribosomal_L4"
"CDS::101588_6:122526-122790(+)"	"Protein S19 forms a complex with S13 that binds strongly to the 16S ribosomal RNA"	"rpsS"	"GO:0000028,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006996,GO:0008150,GO:0009987,GO:0015935,GO:0016043,GO:0022607,GO:0022613,GO:0022618,GO:0022626,GO:0022627,GO:0032991,GO:0034622,GO:0042254,GO:0042255,GO:0042274,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043933,GO:0044085,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0070925,GO:0071826,GO:0071840,GO:1990904"	"-"	"ko:K02965"	"ko03010,map03010"	"M00178,M00179"	"-"	"-"	"br01610,ko00000,ko00001,ko00002,ko03011"	"-"	"-"	"-"	"Ribosomal_S19"
"CDS::101588_6:123569-124109(+)"	"Binds the lower part of the 30S subunit head. Binds mRNA in the 70S ribosome, positioning it for translation"	"rpsC"	"GO:0002181,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0019538,GO:0022626,GO:0022627,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904"	"-"	"ko:K02982"	"ko03010,map03010"	"M00178,M00179"	"-"	"-"	"br01610,ko00000,ko00001,ko00002,ko03011"	"-"	"-"	"-"	"KH_2,Ribosomal_S3_C"
"CDS::101588_6:126235-126415(+)"	"Binds 16S rRNA, required for the assembly of 30S particles and may also be responsible for determining the conformation of the 16S rRNA at the A site"	"rpsN"	"-"	"-"	"ko:K02954"	"ko03010,map03010"	"M00178,M00179"	"-"	"-"	"br01610,ko00000,ko00001,ko00002,ko03011"	"-"	"-"	"-"	"Ribosomal_S14"
"CDS::101588_6:126871-128164(+)"	"This protein binds to the 23S rRNA, and is important in its secondary structure. It is located near the subunit interface in the base of the L7 L12 stalk, and near the tRNA binding site of the peptidyltransferase center"	"rplF"	"GO:0002181,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0019538,GO:0022625,GO:0022626,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904"	"-"	"ko:K02933"	"ko03010,map03010"	"M00178,M00179"	"-"	"-"	"br01610,ko00000,ko00001,ko00002,ko03011"	"-"	"-"	"-"	"Ribosomal_L6"
"CDS::101588_6:128180-128828(+)"	"Located at the back of the 30S subunit body where it stabilizes the conformation of the head with respect to the body"	"rpsE"	"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0019538,GO:0022626,GO:0022627,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904"	"-"	"ko:K02988"	"ko03010,map03010"	"M00178,M00179"	"-"	"-"	"br01610,ko00000,ko00001,ko00002,ko03011"	"-"	"-"	"-"	"Ribosomal_S5,Ribosomal_S5_C"
"CDS::101588_6:129020-129239(+)"	"The central subunit of the protein translocation channel SecYEG. Consists of two halves formed by TMs 1-5 and 6-10. These two domains form a lateral gate at the front which open onto the bilayer between TMs 2 and 7, and are clamped together by SecE at the back. The channel is closed by both a pore ring composed of hydrophobic SecY resides and a short helix (helix 2A) on the extracellular side of the membrane which forms a plug. The plug probably moves laterally to allow the channel to open. The ring and the pore may move independently"	"secY"	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	"-"	"ko:K03076"	"ko02024,ko03060,ko03070,map02024,map03060,map03070"	"M00335"	"-"	"-"	"ko00000,ko00001,ko00002,ko02044"	"3.A.5"	"-"	"-"	"SecY"
