# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "5" "-t" "CDS,sRNA,tRNA,RNA" "-g" "Name" "-a" "../data/reference_sequences/WG_with_sRNAs_Staphylococcus_aureus_101588.gff3" "-o" "../data/rna_align/counttable.txt" "../data/rna_align/LND_0_rep1.fq.gz.bam" "../data/rna_align/LND_0_rep2.fq.gz.bam" "../data/rna_align/LND_0_rep3.fq.gz.bam" "../data/rna_align/LND_16_rep1.fq.gz.bam" "../data/rna_align/LND_16_rep2.fq.gz.bam" "../data/rna_align/LND_16_rep3.fq.gz.bam" "../data/rna_align/LND_8_rep1.fq.gz.bam" "../data/rna_align/LND_8_rep2.fq.gz.bam" "../data/rna_align/LND_8_rep3.fq.gz.bam" 
Geneid	Chr	Start	End	Strand	Length	../data/rna_align/LND_0_rep1.fq.gz.bam	../data/rna_align/LND_0_rep2.fq.gz.bam	../data/rna_align/LND_0_rep3.fq.gz.bam	../data/rna_align/LND_16_rep1.fq.gz.bam	../data/rna_align/LND_16_rep2.fq.gz.bam	../data/rna_align/LND_16_rep3.fq.gz.bam	../data/rna_align/LND_8_rep1.fq.gz.bam	../data/rna_align/LND_8_rep2.fq.gz.bam	../data/rna_align/LND_8_rep3.fq.gz.bam
MBL-fold metallo-hydrolase superfamily	101588_2	272564	273187	+	624	1503	1990	1893	1916	1749	930	2249	1760	1748
Late competence protein ComGA%2C access of DNA to%0AComEA	101588_2	273239	274213	+	975	68	62	63	34	45	33	58	41	44
Late competence protein ComGB%2C access of DNA to%0AComEA	101588_2	274185	275255	+	1071	55	47	46	36	26	20	42	41	32
Late competence protein ComGC%2C access of DNA to%0AComEA%2C FIG007487	101588_2	275269	275580	+	312	3	10	7	11	12	5	19	14	15
Late competence protein ComGD%2C access of DNA to%0AComEA%2C FIG012777	101588_2	275570	276004	+	435	16	8	6	19	14	4	18	11	10
Late competence protein ComGE%2C FIG018915	101588_2	275991	276290	+	300	9	17	17	7	17	12	19	16	16
Late competence protein ComGF%2C access of DNA to%0AComEA%2C FIG017774	101588_2	276331	276705	+	375	24	11	18	27	26	21	36	22	26
Shikimate kinase I	101588_2	276938	277462	+	525	1291	1332	1231	743	577	180	821	570	562
Aminomethyltransferase (glycine cleavage system T%0Aprotein)	101588_2	277621	278712	+	1092	16172	17171	15147	7195	5950	3980	7157	5744	5113
Glycine dehydrogenase [decarboxylating] (glycine%0Acleavage system P1 protein)	101588_2	278732	280078	+	1347	21988	23139	20311	14817	13379	10088	16330	13580	11706
Glycine dehydrogenase [decarboxylating] (glycine%0Acleavage system P2 protein)	101588_2	280071	281543	+	1473	25430	27410	23851	20695	19098	13937	23553	19765	17249
Octanoate-[acyl-carrier-protein]-protein-N-%0Aoctanoyltransferase%2C LipM	101588_2	282451	283281	+	831	1747	2014	1895	844	708	597	997	784	759
Aminopeptidase YpdF (MP-%2C MA-%2C MS-%2C AP-%2C NP-%0Aspecific)	101588_2	284263	285324	+	1062	3216	3331	3287	1620	1613	615	1888	1550	1405
Translation elongation factor P	101588_2	285350	285907	+	558	6760	8429	7693	6401	5969	1632	6951	5629	5261
Biotin carboxyl carrier protein of acetyl-CoA%0Acarboxylase	101588_2	286380	286844	+	465	1429	1777	1668	1507	1220	1112	1560	1354	1275
Biotin carboxylase of acetyl-CoA carboxylase	101588_2	286844	288199	+	1356	4324	4882	4426	4885	4426	2899	5599	4625	4333
Transcription termination protein NusB	101588_2	288636	289025	+	390	1499	1497	1507	1560	1347	619	1842	1566	1319
Exodeoxyribonuclease VII large subunit	101588_2	289042	290379	+	1338	3021	3015	2737	2419	2282	1224	2868	2695	2295
Exodeoxyribonuclease VII small subunit	101588_2	290372	290602	+	231	279	298	292	211	195	77	257	223	218
(2E%2C6E)-farnesyl diphosphate synthase	101588_2	290580	291461	+	882	2025	2509	2185	1963	1740	680	2185	1809	1820
Arginine pathway regulatory protein ArgR%2C%0Arepressor of arg regulon	101588_2;101588_4	291892;83075	292344;83524	+;-	903	1167	1280	1173	394	345	215	518	371	380
DNA repair protein RecN	101588_2	292360	294039	+	1680	3362	3812	3665	1193	1033	1005	1514	1177	996
Dihydrolipoamide dehydrogenase of branched-chain%0Aalpha-keto acid dehydrogenase	101588_2	294192	295613	+	1422	1936	2194	1921	1124	1062	1125	1321	999	928
Branched-chain alpha-keto acid dehydrogenase%2C E1%0Acomponent%2C alpha subunit	101588_2	295629	296621	+	993	1407	1673	1650	1068	998	952	1270	972	934
Branched-chain alpha-keto acid dehydrogenase%2C E1%0Acomponent%2C beta subunit	101588_2	296621	297604	+	984	1218	1113	955	490	412	415	604	508	456
Dihydrolipoamide acyltransferase component of%0Abranched-chain alpha-keto acid dehydrogenase complex	101588_2	297617	298891	+	1275	2111	2525	2263	1570	1262	844	1701	1430	1323
UPF0403 protein YqiW	101588_2	299241	299678	+	438	1654	1686	1663	747	643	350	745	559	618
Uncharacterized peptidase YqjE	101588_2	301241	302374	+	1134	1087	1226	1242	633	431	315	673	501	473
6-phosphogluconate dehydrogenase%2C decarboxylating%0ACDS	101588_2	302442	303848	+	1407	9280	9962	8915	7338	5756	3185	8185	6115	5978
Glyoxalase/bleomycin resistance%0Aprotein/dioxygenase superfamily protein	101588_2	304067	304438	+	372	1834	2163	1851	1598	1372	333	1682	1360	1344
Maltose operon transcriptional repressor MalR%2C%0ALacI family	101588_2	304632	305651	+	1020	540	538	515	596	493	424	571	521	442
Alpha-glucosidase	101588_2	305667	307316	+	1650	1297	1402	1447	1907	1533	996	1894	1518	1425
Transcription regulator AraC/XylS family	101588_2	307399	308265	-	867	1553	1788	1719	2168	2010	743	2433	1975	1911
Glucose-6-phosphate 1-dehydrogenase	101588_2	308495	309979	-	1485	8223	8000	7237	4220	3581	3693	4860	4016	3642
Ribonuclease Z	101588_2	310292	311212	+	921	949	1022	914	1376	1233	868	1463	1356	1197
Pyrroline-5-carboxylate reductase	101588_2	311317	312132	-	816	1745	1703	1684	1226	969	406	1266	969	895
Oxidoreductase%2C short-chain%0Adehydrogenase/reductase family	101588_2;101588_6	312274;42172	313029;43053	+;+	1638	3976	3812	3900	4392	3340	2253	4363	3008	3178
Uncharacterized oxidoreductase YqkF	101588_2	313509	314417	-	909	1944	2070	1843	792	653	359	849	656	649
ADP-ribose pyrophosphatase	101588_2	314499	315041	+	543	579	556	500	310	280	164	356	296	261
Ferric uptake regulation protein FUR	101588_2	315146	315595	+	450	2451	2794	2341	3338	2938	1043	3230	2834	2580
Site-specific tyrosine recombinase XerD	101588_2	315644	316531	+	888	1170	1228	1084	1561	1325	722	1671	1358	1211
Segregation and condensation protein A	101588_2	317183	317938	+	756	527	592	584	488	464	287	522	426	381
Segregation and condensation protein B	101588_2	317931	318473	+	543	533	658	651	621	557	420	645	490	418
LSU rRNA pseudouridine(2605) synthase	101588_2	318466	319203	+	738	999	1255	1178	1128	1013	729	1214	1110	884
Staphylococcal respiratory response protein SrrA%0ACDS	101588_2	319336	320061	+	726	3777	3819	3477	1772	1511	593	2131	1695	1397
Staphylococcal respiratory response protein SrrB%0ACDS	101588_2	320042	321793	+	1752	2550	2988	2941	2406	2111	1196	2583	2122	2096
hypothetical protein within a prophage	101588_2;101588_2;101588_2;101588_2;101588_2;101588_2;101588_2	322960;351359;351978;354056;354448;363236;372043	324987;351637;352379;354406;354606;363526;372258	+;+;+;+;+;+;+	3726	1178	1200	1157	681	645	384	856	737	613
Phage integrase	101588_2	325030	326235	-	1206	368	364	391	210	189	204	312	235	201
FIG081523: hypothetical protein within a prophage%0ACDS	101588_2	326361	326975	+	615	2137	2135	2031	1097	1029	1028	1240	1050	935
Phage protein	101588_2;101588_2;101588_2;101588_2;101588_2;101588_2;101588_2;101588_2;101588_2;101588_2;101588_2;101588_2;101588_2;101588_2;101588_2;101588_2;101588_2;101588_2;101588_2;101588_2;101588_2;101588_2;101588_2;101588_2;101588_2;101588_2;101588_2;101588_12	327348;327950;329787;343130;329175;329573;330207;330447;330963;331301;331660;332852;335443;335628;336029;336545;336754;337158;337349;339379;340407;343447;351649;352380;365452;366918;367510;1457	327932;328411;330152;343252;329318;329818;330422;330710;331286;331663;332826;333409;335628;336029;336283;336751;337161;337352;337786;339582;340607;343737;351981;352775;366918;367307;367809;1921	-;-;-;-;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	10941	7823	8509	7425	4214	3588	2877	4714	3779	3268
Phage repressor	101588_2	328424	328747	-	324	876	1044	1143	411	355	175	538	408	421
ORF101	101588_2	330723	330884	+	162	159	144	90	68	58	38	68	52	54
DNA polymerase I%2C phage-associated	101588_2	333469	335430	+	1962	475	410	312	206	119	84	220	153	91
Hypothetical protein%2C PVL orf51 homolog [SA%0Abacteriophages 11%2C Mu50B]	101588_2	336289	336531	+	243	57	57	52	16	14	14	22	17	17
Hypothetical protein%2C SAB1734c homolog [SA%0Abacteriophages 11%2C Mu50B]	101588_2	337783	338148	+	366	77	70	44	43	28	47	65	18	45
Hypothetical protein%2C PVL orf52 homolog [SA%0Abacteriophages 11%2C Mu50B]	101588_2	338141	338389	+	249	34	28	30	18	10	14	17	12	14
Dimeric dUTPase	101588_2	338382	338942	+	561	112	132	65	61	53	56	84	37	35
Hypothetical protein%2C SAV0877 homolog [SA%0Abacteriophages 11%2C Mu50B]	101588_2	339179	339382	+	204	38	17	19	15	13	12	17	17	6
Hypothetical protein%2C SAV0880 homolog [SA%0Abacteriophages 11%2C Mu50B]	101588_2	339575	339811	+	237	24	15	12	7	6	8	18	13	6
Hypothetical protein%2C SAV0881 homolog [SA%0Abacteriophages 11%2C Mu50B]	101588_2	339801	340190	+	390	61	79	66	55	47	44	65	33	48
Transcriptional activator rinB%2C phage associated%0ACDS	101588_2	340187	340339	+	153	33	22	15	10	10	4	7	10	10
DNA primase%2C phage associated	101588_2	340659	343106	+	2448	446	390	267	280	226	204	364	268	225
Phage DNA helicase	101588_2	343727	345085	+	1359	174	184	154	206	196	169	208	171	180
Phage regulatory protein	101588_2	345098	345535	+	438	65	60	75	81	68	59	108	63	79
Phage-associated homing endonuclease	101588_2	345692	346006	+	315	19	29	12	12	9	8	5	14	6
Phage terminase%2C small subunit	101588_2	346129	346434	+	306	17	53	17	12	15	8	19	7	11
Phage terminase%2C large subunit	101588_2	346424	348115	+	1692	125	158	133	96	90	77	141	92	83
Phage portal (connector) protein	101588_2	348120	349358	+	1239	121	137	111	92	115	74	100	78	105
Prophage Clp protease-like protein	101588_2	349342	350115	+	774	82	102	87	40	55	20	57	53	57
Phage major capsid protein	101588_2	350127	351290	+	1164	362	433	308	202	176	111	230	218	156
Phage major tail protein	101588_2;101588_2	352810;353543	353451;353998	+;+	1098	311	361	249	203	184	170	218	168	153
Phage tail tape measure	101588_2	354620	360820	+	6201	460	508	479	498	418	709	561	463	488
Phage tail fiber	101588_2;101588_2	360820;361653	361644;363236	+;+	2409	105	127	127	136	107	119	151	107	104
Putative major teichoic acid biosynthesis protein%0AC	101588_2	363542	365452	+	1911	121	133	109	108	93	62	134	88	100
Hypothetical protein%2C phi-ETA orf58 homolog [SA%0Abacteriophages 11%2C Mu50B]	101588_2	367300	367464	+	165	7	3	6	7	4	2	3	3	0
Phage holin	101588_2	367945	368382	+	438	14	19	15	5	6	7	14	7	3
Phage lysin%2C N-acetylmuramoyl-L-alanine amidase%0ACDS	101588_2	368363	369808	+	1446	257	299	286	192	182	174	231	172	173
Similarity	101588_2;101588_18	370912;3605	371439;5593	+;-	2517	5415	6254	5971	7228	6001	1412	7569	5721	5365
Substrate-specific component RibU of riboflavin%0AECF transporter	101588_2	376020	376565	+	546	540	575	543	326	289	179	446	323	283
Ferredoxin	101588_2	376671	376919	-	249	308	525	470	1118	986	427	1266	997	1011
hypothetical protein YpbB	101588_2	377027	377980	+	954	529	523	506	378	412	382	517	392	370
ATP-dependent DNA helicase RecS (RecQ family)	101588_2	377970	379349	+	1380	914	975	993	646	576	841	800	585	545
Elastin binding protein EbpS	101588_2	379502	380956	+	1455	10432	12588	12063	8518	7695	12116	9224	7309	7064
L-asparaginase	101588_2	382460	383428	-	969	989	970	919	300	285	185	346	317	274
Cytidylate kinase	101588_2	383505	384164	+	660	1592	1849	1659	822	680	666	822	638	663
FIG01108382: hypothetical protein	101588_2	384195	384311	+	117	9	8	11	1	6	3	5	4	3
SSU ribosomal protein S1p	101588_2	384876	386051	+	1176	12981	14437	13892	3463	2867	1122	4231	3080	3129
GTP-binding protein EngA	101588_2	386273	387583	+	1311	4149	4561	4341	4124	3481	3444	4400	3721	3484
Glycerol-3-phosphate dehydrogenase [NAD(P)+]	101588_2	387600	388598	+	999	3514	3440	2999	3968	3463	3416	4622	3738	3272
DNA-binding protein HBsu	101588_2	388769	389041	+	273	52213	60336	50651	25311	23886	8096	28530	23049	21267
Heptaprenyl diphosphate synthase component I	101588_2	389472	390044	+	573	1614	1888	1713	971	752	506	1046	885	897
Demethylmenaquinone methyltransferase	101588_2	390047	390772	+	726	1678	1805	1687	1126	933	717	1331	1005	1045
Heptaprenyl diphosphate synthase component II	101588_2	390774	391733	+	960	2233	2662	2478	1634	1551	941	2139	1607	1475
Nucleoside diphosphate kinase	101588_2	391825	392274	+	450	9253	9500	7925	3233	2820	619	3869	3127	2949
Doubtful. No database matches	101588_2;101588_10	392480;36282	392680;36407	+;-	327	74	65	52	63	77	29	94	96	62
Chorismate synthase	101588_2	393067	394233	+	1167	1288	1492	1363	1740	1613	1480	1824	1686	1473
3-dehydroquinate synthase	101588_2	394259	395323	+	1065	876	966	955	1504	1460	1399	1648	1424	1228
3-phosphoshikimate 1-carboxyvinyltransferase	101588_2	395333	396631	+	1299	1303	1537	1514	2466	2412	2057	2804	2411	2167
TPR-repeat-containing protein	101588_2	396638	397882	+	1245	1671	1976	1853	3304	3086	2007	3694	3305	2903
Putative membrane protease YugP	101588_2	399102	399800	+	699	11704	12425	11070	5538	5373	2115	7141	5388	4951
MazG nucleotide pyrophosphohydrolase	101588_2	400135	400452	+	318	265	323	299	225	168	134	264	178	209
UDP-N-acetylglucosamine:L-malate%0Aglycosyltransferase	101588_2	400696	401838	+	1143	662	714	731	625	537	453	763	648	508
CCA tRNA nucleotidyltransferase	101588_2	401843	403045	+	1203	694	717	625	668	539	292	675	567	506
Biotin operon repressor / Biotin--protein%0Aligase(EC 6.3.4.10)(EC 6.3.4.11)(EC 6.3.4.15)	101588_2	403032	404003	+	972	841	915	893	488	448	212	629	477	433
DinG family ATP-dependent helicase YoaA	101588_2	404027	406720	+	2694	2516	2704	2534	1428	1134	651	1760	1356	1225
Asparaginyl-tRNA synthetase	101588_2	407042	408334	+	1293	8825	10259	9922	5632	4699	2949	6827	5012	5093
Chromosome replication initiation protein DnaD%0ACDS	101588_2	408663	409349	+	687	646	665	700	421	353	199	465	344	373
Endonuclease III	101588_2	409339	409998	+	660	505	573	537	361	319	207	413	356	332
Hypothetical protein in cluster with%0Apenicillin-binding protein PBP1%2C Staphylococcal type	101588_2	410003	410344	+	342	279	281	271	202	211	84	249	190	205
Multimodular transpeptidase-transglycosylase /%0APenicillin-binding protein 1A/1B (PBP1)	101588_2	410862	413045	-	2184	15918	19243	16950	23557	24868	22332	27403	24479	20660
RecU Holliday junction resolvase	101588_2	413042	413668	-	627	2861	3366	2648	5178	5404	3955	5789	5408	4217
UPF0398 protein YpsA	101588_2	414550	415113	+	564	2474	2393	2308	1698	1256	935	1743	1357	1478
Cell division protein GpsB%2C coordinates the switch%0Abetween cylindrical and septal cell wall synthesis by%0Are-localization of PBP1	101588_2	415127	415471	+	345	5789	5849	5022	4626	4079	1838	4793	4315	3741
FIG01107929: hypothetical protein	101588_2	415572	415688	+	117	56571	57171	50031	32699	30130	7901	39200	29553	26671
23S rRNA (guanine(2445)-N(2))-methyltransferase%0ACDS	101588_2	416122	417267	+	1146	795	979	828	1072	1055	650	1239	1140	889
Uncharacterized iron-regulated membrane protein%3B%0AIron-uptake factor PiuB	101588_2	417891	419231	-	1341	250	277	223	396	367	271	414	328	301
Uncharacterized protein Bsub YpbR	101588_2	419460	422975	+	3516	4834	4895	4574	4583	3884	3708	4916	3970	3683
DNA polymerase I 5'-3' exonuclease domain	101588_2	422995	423873	+	879	1413	1577	1420	1266	1125	746	1504	1240	1187
Threonine dehydratase%2C catabolic @ L-serine%0Adehydratase%2C (PLP)-dependent	101588_2	425561	426601	+	1041	26	33	35	35	33	41	47	30	37
Serine/threonine exchanger SteT	101588_2	426632	427954	+	1323	72	63	56	89	85	93	91	73	85
MFS-type transporter quinolone resistance protein%0ANorB/NorC	101588_2;101588_3	428111;384944	429502;386332	+;-	2781	243	241	216	264	246	239	268	213	253
Putative Staphylococcal surface anchored protein%0ACDS	101588_2	429903	461768	+	31866	989	1219	1167	1705	1752	2688	2041	1723	1564
Ribonuclease HI%2C Bacillus nonfunctional homolog%0ACDS	101588_2	461827	462228	-	402	158	206	179	117	84	31	115	101	101
Putative preQ0 transporter YhhQ	101588_2	462464	463168	-	705	147	204	181	276	344	64	304	353	233
Thymidylate synthase	101588_2	465909	466865	+	957	1844	1884	1667	1118	929	919	1298	1052	1034
Dihydrofolate reductase	101588_2;101588_19	467065;3123	467544;3614	+;-	972	3955	4288	4312	3002	2530	2298	3127	2454	2444
DegV family protein	101588_2	467559	468398	+	840	4798	4630	4513	3844	3281	2931	4255	3420	3236
Peptide-methionine (S)-S-oxide reductase MsrA	101588_2;101588_2;101588_4	468484;533690;124927	469017;534199;125403	+;+;-	1521	5462	6229	6082	5028	4215	3861	5516	4070	4111
Peptide-methionine (R)-S-oxide reductase MsrB	101588_2	469010	469438	+	429	2252	2118	2124	2467	2088	1529	2694	2027	2093
PTS system%2C glucose-specific IIA component	101588_2	469450	469950	+	501	3827	3966	3859	4155	3378	2454	4622	3538	3446
UPF0346 protein YozE	101588_2	469950	470171	+	222	571	749	688	661	528	303	743	489	613
Probable carboxy-terminal processing proteinase%0ActpA	101588_2	470356	471846	+	1491	3140	3166	3011	2017	1746	1207	2295	1944	1917
UDP-N-acetylglucosamine--N-acetylmuramyl-%0A(pentapeptide) pyrophosphoryl-undecaprenol%0AN-acetylglucosamine transferase	101588_2	472768	473838	+	1071	1803	1910	1953	2265	1851	1191	2545	1894	1956
putative membrane-associated phospholipid%0Aphosphatase%2C PAP2 superfamily	101588_2;101588_3	473855;29071	474469;29745	+;-	1290	1238	1366	1183	1118	907	664	1302	978	956
Putative response regulator ArlR	101588_2	475257	475916	+	660	1302	1206	1298	1308	1147	821	1443	1137	1247
Two component system histidine kinase ArlS	101588_2	475913	477268	+	1356	2582	2538	2751	2706	2257	1868	3010	2243	2370
2-oxoglutarate dehydrogenase E1 component	101588_2	477557	480355	+	2799	33647	35932	33744	21331	19122	25405	24482	19750	17696
Dihydrolipoamide succinyltransferase component%0A(E2) of 2-oxoglutarate dehydrogenase complex	101588_2	480369	481640	+	1272	12978	15517	15011	12418	10997	14954	14111	11681	10877
Uncharacterized protein YozC	101588_2	483058	483261	+	204	891	1093	1147	1042	825	397	1135	855	885
Nitric oxide reductase activation protein NorQ%0ACDS	101588_2	483442	484233	+	792	901	1174	1101	1063	803	752	1045	856	980
Nitric oxide reductase activation protein NorD%0ACDS	101588_2	484247	486133	+	1887	1931	2076	2028	2151	1846	1831	2333	1991	1903
Na(+)-dependent branched-chain amino acid%0Atransporter	101588_2;101588_3;101588_3	486357;150983;285968	487700;152293;287323	+;+;+	4011	3608	3403	3151	1875	1628	1893	2317	1943	1747
Uncharacterized protein YaaN	101588_2	487774	488910	-	1137	2491	3062	3077	1420	1225	958	1629	1145	1320
5-bromo-4-chloroindolyl phosphate hydrolysis%0Aprotein XpaC	101588_2	488942	489565	-	624	1377	1483	1519	671	594	528	784	601	603
Acylphosphate phosphohydrolase	101588_2	489590	489859	-	270	1155	1371	1341	461	363	341	560	435	434
Protein msa (Modulator of sarA)	101588_2	490898	491299	+	402	57	70	33	44	28	15	45	50	39
transcriptional regulator%2C MerR family	101588_2	491433	492050	+	618	411	460	500	417	349	286	453	335	374
Diaminopimelate decarboxylase	101588_2	492144	493409	-	1266	2116	2405	2315	1460	1237	807	1559	1202	1236
Diaminopimelate epimerase alternative form%0Apredicted for S.aureus	101588_2	493399	494484	-	1086	876	756	708	331	322	243	432	383	328
N-acetyl-L%2CL-diaminopimelate deacetylase	101588_2	494489	495640	-	1152	1226	1070	956	470	335	287	493	399	373
2%2C3%2C4%2C5-tetrahydropyridine-2%2C6-dicarboxylate%0AN-acetyltransferase	101588_2	495783	496502	-	720	276	339	324	279	237	197	299	202	215
4-hydroxy-tetrahydrodipicolinate reductase	101588_2	496529	497251	-	723	232	215	228	253	237	249	283	165	239
4-hydroxy-tetrahydrodipicolinate synthase	101588_2	497248	498135	-	888	228	232	247	267	222	332	263	241	192
Aspartate-semialdehyde dehydrogenase	101588_2	498137	499126	-	990	276	282	302	260	238	336	241	214	223
Aspartokinase	101588_2;101588_2	499190;575234	500395;576616	-;+	2589	284	299	288	203	202	210	267	201	181
Bis-ABC ATPase YbiT	101588_2	501254	502855	-	1602	3621	4195	3664	4064	3801	3140	4178	3837	3191
Uncharacterized S1 RNA binding domain protein YitL%0ACDS	101588_2	503002	503904	+	903	2764	3114	2869	1648	1490	835	2006	1551	1335
Phosphate ABC transporter%2C substrate-binding%0Aprotein PstS (TC 3.A.1.7.1)	101588_2	504823	505938	+	1116	41	81	47	115	221	138	135	210	86
Phosphate ABC transporter%2C permease protein PstC%0A(TC 3.A.1.7.1)	101588_2	505998	506924	+	927	26	38	37	69	99	53	73	88	65
Phosphate ABC transporter%2C permease protein PstA%0A(TC 3.A.1.7.1)	101588_2	506926	507843	+	918	40	59	27	65	88	87	94	92	54
Phosphate ABC transporter%2C ATP-binding protein%0APstB (TC 3.A.1.7.1)	101588_2	507890	508741	+	852	53	84	56	105	141	123	140	126	79
Phosphate transport system regulatory protein PhoU%0ACDS	101588_2	508748	509389	+	642	55	65	81	93	127	79	104	126	85
Oligoendopeptidase F-like protein	101588_2	510798	512612	-	1815	3628	3851	3590	614	506	274	738	549	567
ABC transporter%2C permease protein 1 (cluster 5%2C%0Anickel/peptides/opines)	101588_2	513466	514452	+	987	62	62	64	75	49	81	85	66	72
ABC transporter%2C permease protein 2 (cluster 5%2C%0Anickel/peptides/opines)	101588_2	514445	515275	+	831	79	48	94	84	76	58	90	73	93
ABC-type dipeptide/oligopeptide/nickel transport%0Asystem%2C ATP-binding protein	101588_2;101588_2	515259;516028	516035;516729	+;+	1471	365	376	384	478	385	316	483	382	381
Putative hydrolase	101588_2	517374	518141	-	768	679	839	706	529	511	462	600	488	483
tRNA-dependent lipid II-GlyGlyGly%0Aglycyltransferase @ tRNA-dependent lipid II-GlyGlyGlyGly%0Aglycyltransferase @ FemB%2C factor involved in methicillin%0Aresistance	101588_2	518790	520049	-	1260	5268	5401	4869	3896	3160	1805	4327	3382	3164
